# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Apr 26 16:51:28 2020
#
# User preference: *
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_name:        Planet Name
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_masse:       Planet Mass [Earth mass]
# COLUMN pl_rade:        Planet Radius [Earth radii]
#
pl_hostname,pl_name,pl_dens,pl_eqt,pl_masse,pl_rade
WASP-181,WASP-181 b,0.23700,1186,95.03117,13.271
WASP-182,WASP-182 b,0.31800,1479,47.03884,9.528
WASP-183,WASP-183 b,0.21000,1111,159.55066,16.477
WASP-184,WASP-184 b,0.32000,1480,181.16310,14.908
WASP-185,WASP-185 b,0.66000,1160,311.47340,14.011
WASP-19,WASP-19 b,0.49200,2520,339.76027,15.603
WASP-190,WASP-190 b,,1500,317.83000,12.890
WASP-192,WASP-192 b,1.62000,1620,731.00900,13.787
WASP-2,WASP-2 b,0.91400,1311,295.89973,12.117
WASP-20,WASP-20 b,0.13200,1379,98.84100,16.388
WASP-21,WASP-21 b,0.32000,,95.34500,11.990
WASP-22,WASP-22 b,,,212.94610,13.787
WASP-23,WASP-23 b,,,280.95000,10.783
WASP-24,WASP-24 b,,,394.10920,15.468
WASP-25,WASP-25 b,,,139.84520,11.994
WASP-26,WASP-26 b,,,270.15550,13.563
WASP-28,WASP-28 b,0.67600,1468,288.26000,13.597
WASP-29,WASP-29 b,,,73.10090,8.631
WASP-3,WASP-3 b,,,772.32690,15.917
WASP-31,WASP-31 b,0.17200,,151.91600,17.363
WASP-32,WASP-32 b,,,835.89290,10.761
WASP-33,WASP-33 b,0.68900,2782,665.21819,17.856
WASP-34,WASP-34 b,,,177.98480,11.209
WASP-35,WASP-35 b,,,225.65930,14.572
WASP-36,WASP-36 b,1.26000,1733,750.39663,14.874
WASP-37,WASP-37 b,1.53000,,572.07000,13.002
WASP-38,WASP-38 b,,,1093.33520,13.787
WASP-39,WASP-39 b,0.18600,,88.98900,14.235
WASP-4,WASP-4 b,,,376.94638,14.807
WASP-41,WASP-41 b,,,270.15550,12.330
WASP-41,WASP-41 c,,241,,
WASP-42,WASP-42 b,0.46400,1021,167.49641,12.576
WASP-43,WASP-43 b,2.93900,,565.71400,10.424
WASP-44,WASP-44 b,0.81100,1337,276.51210,12.330
WASP-45,WASP-45 b,1.41800,1153,306.38812,10.604
WASP-46,WASP-46 b,1.46700,1636,607.05530,13.159
WASP-47,WASP-47 b,0.99300,,363.10000,12.630
WASP-47,WASP-47 c,,,,
WASP-47,WASP-47 d,1.58000,,13.10000,3.576
WASP-47,WASP-47 e,6.35000,,6.83000,1.810
WASP-48,WASP-48 b,,,254.26400,16.814
WASP-49,WASP-49 b,,,117.59710,12.442
WASP-5,WASP-5 b,1.64000,1706,502.15000,12.184
WASP-50,WASP-50 b,1.32500,1395,466.82870,13.070
WASP-52,WASP-52 b,0.29000,1315,146.20000,14.240
WASP-53,WASP-53 b,2.28000,1053,677.61356,12.038
WASP-53,WASP-53 c,,,,
WASP-54,WASP-54 b,,,187.51970,17.710
WASP-55,WASP-55 b,,,193.87630,14.908
WASP-56,WASP-56 b,,,143.02350,10.536
WASP-57,WASP-57 b,0.69300,1338,204.68252,11.769
WASP-58,WASP-58 b,,,308.29510,16.029
WASP-59,WASP-59 b,2.40000,670,274.27600,8.687
WASP-6,WASP-6 b,,,117.59710,11.545
WASP-60,WASP-60 b,,,174.80650,9.864
WASP-61,WASP-61 b,,,851.78440,15.805
WASP-62,WASP-62 b,,,165.27160,14.796
WASP-63,WASP-63 b,,,117.59710,15.805
WASP-64,WASP-64 b,0.82300,1689,403.94500,14.247
WASP-65,WASP-65 b,1.50000,1480,492.62000,12.464
WASP-66,WASP-66 b,,,746.90050,15.693
WASP-67,WASP-67 b,,,136.66690,12.890
WASP-68,WASP-68 b,,,343.25640,14.796
WASP-69,WASP-69 b,,,92.17070,12.442
WASP-7,WASP-7 b,0.55000,1487,305.11680,14.908
WASP-70 A,WASP-70 A b,0.49900,1387,187.51200,13.047
WASP-71,WASP-71 b,,,441.78370,13.227
WASP-72,WASP-72 b,,,731.00900,14.460
WASP-73,WASP-73 b,,,908.99380,15.917
WASP-74,WASP-74 b,,,228.83760,15.244
WASP-75,WASP-75 b,0.69000,1710,340.06000,14.235
WASP-76,WASP-76 b,0.20100,2160,292.40360,20.512
WASP-77 A,WASP-77 A b,,,727.83070,15.468
WASP-78,WASP-78 b,,,352.79130,21.633
WASP-79,WASP-79 b,,,270.15550,18.719
WASP-8,WASP-8 b,,,807.28820,12.666
WASP-8,WASP-8 c,,,,
WASP-80,WASP-80 b,0.71700,825,170.99254,11.198
WASP-81,WASP-81 b,0.33200,1623,231.69807,16.018
WASP-82,WASP-82 b,,,371.86110,18.159
WASP-83,WASP-83 b,0.35000,1120,95.34900,11.657
WASP-84,WASP-84 b,1.10400,797,220.56500,10.559
WASP-85 A,WASP-85 A b,0.88000,1452,402.05495,13.899
WASP-87,WASP-87 b,,,692.86940,15.524
WASP-88,WASP-88 b,,,133.48860,16.365
WASP-89,WASP-89 b,7.00000,1120,1875.19700,11.657
WASP-90,WASP-90 b,0.19300,1840,200.23290,18.271
WASP-91,WASP-91 b,1.59000,1160,425.89220,11.545
WASP-92,WASP-92 b,0.34600,1871,255.85315,16.376
WASP-93,WASP-93 b,0.47900,1942,467.21010,17.901
WASP-94 A,WASP-94 A b,,,158.91500,17.710
WASP-94 B,WASP-94 B b,,,,
WASP-95,WASP-95 b,,,457.67520,13.787
WASP-96,WASP-96 b,0.37000,1285,152.55000,13.450
WASP-97,WASP-97 b,,,432.24880,12.778
WASP-98,WASP-98 b,0.76400,1171,293.03926,12.823
WASP-99,WASP-99 b,,,772.32690,11.433
WD 0806-661,WD 0806-661 b,,323,2383.60000,
WISEP J121756.91+162640.2 A,WISEP J121756.91+162640.2 A b,,450,6992.00000,10.468
WTS-1,WTS-1 b,1.61000,1500,1274.44000,16.700
WTS-2,WTS-2 b,0.54000,2000,355.96960,15.278
Wolf 1061,Wolf 1061 b,,,,
Wolf 1061,Wolf 1061 c,,,,
Wolf 1061,Wolf 1061 d,,,,
Wolf 503,Wolf 503 b,,805,,2.030
XO-1,XO-1 b,,,263.79890,12.778
XO-2 N,XO-2 N b,0.71500,,179.89178,11.131
XO-2 S,XO-2 S b,,,,
XO-2 S,XO-2 S c,,,,
XO-3,XO-3 b,,,2316.98070,15.805
XO-4,XO-4 b,,,451.31860,14.011
XO-5,XO-5 b,1.06000,1230,378.20000,12.780
XO-6,XO-6 b,0.62000,1577,1398.45200,23.203
XO-7,XO-7 b,0.34000,1743,225.34147,15.390
YZ Cet,YZ Cet b,,,,
YZ Cet,YZ Cet c,,,,
YZ Cet,YZ Cet d,,,,
alf Ari,alf Ari b,,,,
alf Tau,alf Tau b,,,,
bet Cnc,bet Cnc b,,,,
bet Pic,bet Pic b,,,,
bet Pic,bet Pic c,,,2860.47000,
bet UMi,bet UMi b,,,,
eps CrB,eps CrB b,,,,
eps Eri,eps Eri b,,,492.63650,
eps Ind A,eps Ind A b,,,1032.94750,
eps Tau,eps Tau b,,,,
gam 1 Leo,gam 1 Leo b,,,,
gam Cep,gam Cep b,,,,
gam Lib,gam Lib b,,,,
gam Lib,gam Lib c,,,,
iot Dra,iot Dra b,,,,
kap And,kap And b,,1900,4327.36000,
kap CrB,kap CrB b,,,,
mu Leo,mu Leo b,,,,
nu Oph,nu Oph b,,,7057.73298,
nu Oph,nu Oph c,,,7838.32346,
ome Ser,ome Ser b,,,,
omi CrB,omi CrB b,,,,
omi UMa,omi UMa b,,,,
HD 39091,pi Men c,2.97000,1170,4.82000,2.042
psi 1 Dra B,psi 1 Dra B b,,,,
rho CrB,rho CrB b,,614,,
rho CrB,rho CrB c,,448,,
tau Boo,tau Boo b,,,,
tau Cet,tau Cet e,,,,
tau Cet,tau Cet f,,,,
tau Cet,tau Cet g,,,,
tau Cet,tau Cet h,,,,
tau Gem,tau Gem b,,,,
ups And,ups And b,,,,
ups And,ups And c,,,,
ups And,ups And d,,,,
xi Aql,xi Aql b,,,,
